Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 21:16:29,0.194,1.8%,55.99C,-62.6%,0%,0.6GHz,78.4%,69.4%,4.99985s/1.611437s,NoFlag,
14/11/2019 21:16:34,0.195,0.5%,55.02C,-74.8%,0%,0.6GHz,78.4%,69.4%,5.00003s/1.281678s,NoFlag,
14/11/2019 21:16:39,0.196,2.8%,55.5C,-68.7%,0%,0.6GHz,78.4%,69.4%,5.000214s/1.285233s,NoFlag,
14/11/2019 21:16:44,0.197,3.5%,54.53C,-80.9%,0%,0.6GHz,78.4%,69.4%,5.000194s/1.301044s,NoFlag,
14/11/2019 21:16:49,0.198,8.6%,55.02C,-74.8%,0%,0.6GHz,78.5%,69.4%,4.99958s/1.295132s,NoFlag,
14/11/2019 21:16:54,0.199,4.0%,55.5C,-68.7%,0%,0.6GHz,78.5%,69.4%,5.000206s/1.298476s,NoFlag,
14/11/2019 21:16:59,0.2,3.8%,55.02C,-74.8%,0%,0.6GHz,78.5%,69.4%,5.000224s/1.276188s,NoFlag,
14/11/2019 21:17:04,0.201,0.0%,55.5C,-68.7%,0%,0.6GHz,78.5%,69.4%,5.000187s/1.299939s,NoFlag,
14/11/2019 21:17:09,0.202,2.8%,55.5C,-68.7%,0%,0.6GHz,78.5%,69.4%,5.00014s/1.33592s,NoFlag,
14/11/2019 21:17:14,0.203,9.4%,56.48C,-56.5%,0%,1.5GHz,78.4%,69.4%,5.000113s/1.35724s,NoFlag,
14/11/2019 21:17:19,0.204,3.0%,55.02C,-74.8%,0%,0.6GHz,78.5%,69.4%,4.999144s/1.280615s,NoFlag,
14/11/2019 21:17:24,0.205,7.7%,55.99C,-62.6%,0%,0.6GHz,78.7%,69.4%,5.000026s/1.283409s,NoFlag,
14/11/2019 21:17:29,0.206,3.3%,56.48C,-56.5%,0%,0.6GHz,78.7%,69.4%,4.999856s/1.642567s,NoFlag,
14/11/2019 21:17:34,0.207,0.7%,55.5C,-68.7%,0%,0.6GHz,78.7%,69.4%,5.000269s/1.316522s,NoFlag,
14/11/2019 21:17:39,0.208,9.6%,55.02C,-74.8%,0%,0.6GHz,78.7%,69.4%,5.00022s/1.28134s,NoFlag,
14/11/2019 21:17:44,0.209,4.0%,55.02C,-74.8%,0%,0.6GHz,78.7%,69.4%,5.000191s/1.30159s,NoFlag,
14/11/2019 21:17:49,0.21,1.2%,55.5C,-68.7%,0%,0.6GHz,78.8%,69.4%,4.999423s/1.291597s,NoFlag,
14/11/2019 21:17:54,0.211,6.3%,55.5C,-68.7%,0%,0.6GHz,78.8%,69.4%,5.000172s/1.29746s,NoFlag,
14/11/2019 21:17:59,0.212,6.7%,55.5C,-68.7%,0%,0.6GHz,78.8%,69.4%,4.999875s/1.321212s,NoFlag,
14/11/2019 21:18:04,0.213,2.0%,54.53C,-80.9%,0%,0.6GHz,78.8%,69.4%,4.999965s/1.285042s,NoFlag,
14/11/2019 21:18:09,0.214,5.5%,55.02C,-74.8%,0%,0.6GHz,78.8%,69.4%,5.00023s/1.275256s,NoFlag,
14/11/2019 21:18:14,0.215,6.5%,55.99C,-62.6%,0%,0.6GHz,79.0%,69.4%,5.000167s/1.299778s,NoFlag,
14/11/2019 21:18:19,0.216,9.5%,55.5C,-68.7%,0%,0.6GHz,79.0%,69.4%,4.999594s/1.27581s,NoFlag,
14/11/2019 21:18:24,0.217,5.0%,55.99C,-62.6%,0%,1.5GHz,79.0%,69.4%,5.000203s/1.300922s,NoFlag,
14/11/2019 21:18:29,0.218,6.1%,55.99C,-62.6%,0%,1.5GHz,79.0%,69.4%,4.999797s/1.720442s,NoFlag,
14/11/2019 21:18:34,0.219,0.7%,55.02C,-74.8%,0%,0.6GHz,79.0%,69.4%,4.999999s/1.269084s,NoFlag,
14/11/2019 21:18:39,0.22,2.3%,55.02C,-74.8%,0%,0.6GHz,79.0%,69.4%,5.000226s/1.274029s,NoFlag,
14/11/2019 21:18:44,0.221,36.2%,55.5C,-68.7%,0%,1.5GHz,79.2%,69.4%,5.000202s/1.298465s,NoFlag,
14/11/2019 21:18:49,0.222,0.0%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.999583s/1.346856s,NoFlag,
14/11/2019 21:18:54,0.223,3.0%,55.5C,-68.7%,0%,0.6GHz,79.3%,69.4%,5.000242s/1.27639s,NoFlag,
14/11/2019 21:18:59,0.224,4.5%,54.53C,-80.9%,0%,0.6GHz,79.3%,69.4%,4.999785s/1.316512s,NoFlag,
14/11/2019 21:19:04,0.225,2.0%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.999964s/1.317953s,NoFlag,
14/11/2019 21:19:09,0.226,9.8%,54.53C,-80.9%,0%,0.6GHz,79.4%,69.4%,5.000004s/1.303355s,NoFlag,
14/11/2019 21:19:14,0.227,5.7%,55.02C,-74.8%,0%,0.6GHz,79.4%,69.4%,5.000195s/1.309624s,NoFlag,
14/11/2019 21:19:19,0.228,1.5%,55.02C,-74.8%,0%,0.6GHz,79.4%,69.4%,4.99982s/1.298505s,NoFlag,
14/11/2019 21:19:24,0.229,4.0%,55.99C,-62.6%,0%,0.6GHz,79.4%,69.4%,4.999072s/1.27674s,NoFlag,
14/11/2019 21:19:29,0.23,4.7%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.999692s/1.861579s,NoFlag,
14/11/2019 21:19:34,0.231,6.2%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.998464s/1.288728s,NoFlag,
14/11/2019 21:19:39,0.232,3.0%,56.48C,-56.5%,0%,0.6GHz,79.3%,69.4%,5.000328s/1.315532s,NoFlag,
14/11/2019 21:19:44,0.233,3.5%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,5.000351s/1.27945s,NoFlag,
14/11/2019 21:19:49,0.234,6.6%,56.48C,-56.5%,0%,0.6GHz,79.4%,69.4%,5.000336s/1.292291s,NoFlag,
14/11/2019 21:19:54,0.235,2.8%,55.02C,-74.8%,0%,0.6GHz,79.4%,69.4%,5.000108s/1.277026s,NoFlag,
14/11/2019 21:19:59,0.236,4.3%,55.02C,-74.8%,0%,0.6GHz,79.3%,69.4%,5.000312s/1.279837s,NoFlag,
14/11/2019 21:20:04,0.237,5.5%,55.99C,-62.6%,0%,0.6GHz,79.5%,69.4%,5.000292s/1.305797s,NoFlag,
14/11/2019 21:20:09,0.238,3.3%,56.48C,-56.5%,0%,0.6GHz,79.2%,69.4%,5.000241s/1.286275s,NoFlag,
14/11/2019 21:20:14,0.239,20.9%,55.02C,-74.8%,0%,1.5GHz,79.2%,69.4%,5.000199s/1.296827s,NoFlag,
14/11/2019 21:20:19,0.24,1.0%,55.99C,-62.6%,0%,0.6GHz,79.2%,69.4%,5.006392s/1.300988s,NoFlag,
14/11/2019 21:20:24,0.241,2.5%,55.99C,-62.6%,0%,0.6GHz,79.2%,69.4%,4.999934s/1.285176s,NoFlag,
14/11/2019 21:20:29,0.242,3.3%,55.02C,-74.8%,0%,0.6GHz,79.2%,69.4%,4.999602s/1.620388s,NoFlag,
14/11/2019 21:20:34,0.243,1.5%,56.48C,-56.5%,0%,0.6GHz,79.2%,69.4%,4.998795s/2.444291s,NoFlag,
14/11/2019 21:20:39,0.244,7.8%,55.5C,-68.7%,0%,1.5GHz,79.2%,69.4%,4.999005s/2.260911s,NoFlag,
14/11/2019 21:20:44,0.245,3.0%,55.02C,-74.8%,0%,0.6GHz,79.2%,69.4%,4.998248s/3.09011s,NoFlag,
14/11/2019 21:20:49,0.246,0.5%,56.48C,-56.5%,0%,0.6GHz,79.2%,69.4%,4.999253s/2.152542s,NoFlag,
14/11/2019 21:20:54,0.247,2.7%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000137s/1.30973s,NoFlag,
14/11/2019 21:20:59,0.248,2.8%,56.48C,-56.5%,0%,0.6GHz,79.3%,69.4%,5.00019s/1.286201s,NoFlag,
14/11/2019 21:21:04,0.249,7.3%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.999028s/1.293251s,NoFlag,
14/11/2019 21:21:09,0.25,9.5%,56.48C,-56.5%,0%,0.6GHz,79.2%,69.4%,4.996735s/1.31387s,NoFlag,
14/11/2019 21:21:14,0.251,4.8%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000354s/1.287318s,NoFlag,
14/11/2019 21:21:19,0.252,3.3%,55.99C,-62.6%,0%,0.6GHz,79.2%,69.4%,5.000319s/1.323699s,NoFlag,
14/11/2019 21:21:24,0.253,1.8%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000337s/1.293645s,NoFlag,
14/11/2019 21:21:29,0.254,7.1%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,4.999982s/1.628724s,NoFlag,
14/11/2019 21:21:34,0.255,1.3%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,4.996842s/1.283087s,NoFlag,
14/11/2019 21:21:39,0.256,2.0%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000453s/1.322056s,NoFlag,
14/11/2019 21:21:44,0.257,10.2%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000454s/1.295848s,NoFlag,
14/11/2019 21:21:49,0.258,0.5%,55.02C,-74.8%,0%,0.6GHz,79.2%,69.4%,5.00036s/1.343326s,NoFlag,
14/11/2019 21:21:54,0.259,2.7%,55.5C,-68.7%,0%,0.6GHz,79.2%,69.4%,5.000421s/1.269579s,NoFlag,
14/11/2019 21:21:59,0.26,3.8%,55.99C,-62.6%,0%,0.6GHz,79.2%,69.4%,5.000391s/1.296705s,NoFlag,
14/11/2019 21:22:04,0.261,4.7%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,5.000261s/1.404677s,NoFlag,
14/11/2019 21:22:09,0.262,8.5%,54.53C,-80.9%,0%,0.6GHz,79.3%,69.4%,5.000346s/1.307771s,NoFlag,
14/11/2019 21:22:14,0.263,5.2%,55.02C,-74.8%,0%,0.6GHz,79.3%,69.4%,5.000346s/1.29598s,NoFlag,
14/11/2019 21:22:19,0.264,0.8%,55.99C,-62.6%,0%,0.6GHz,79.3%,69.4%,4.999418s/1.288351s,NoFlag,
14/11/2019 21:22:24,0.265,4.5%,55.02C,-74.8%,0%,0.6GHz,79.6%,69.4%,5.000437s/1.282805s,NoFlag,
14/11/2019 21:22:29,0.266,4.8%,55.5C,-68.7%,0%,0.6GHz,79.6%,69.4%,4.999716s/1.897183s,NoFlag,
14/11/2019 21:22:34,0.267,8.0%,55.5C,-68.7%,0%,0.6GHz,79.6%,69.4%,5.000347s/1.294318s,NoFlag,
14/11/2019 21:22:39,0.268,2.0%,55.02C,-74.8%,0%,0.6GHz,79.6%,69.4%,4.997699s/1.273576s,NoFlag,
14/11/2019 21:22:44,0.269,2.8%,55.02C,-74.8%,0%,0.6GHz,79.6%,69.4%,5.00046s/1.285199s,NoFlag,
14/11/2019 21:22:49,0.27,1.0%,56.48C,-56.5%,0%,0.6GHz,79.6%,69.4%,5.000341s/1.347135s,NoFlag,
14/11/2019 21:22:54,0.271,4.2%,55.5C,-68.7%,0%,0.6GHz,79.6%,69.4%,5.000393s/1.282917s,NoFlag,
14/11/2019 21:22:59,0.272,9.6%,55.5C,-68.7%,0%,0.6GHz,79.6%,69.4%,4.998028s/1.294529s,NoFlag,
14/11/2019 21:23:04,0.273,1.3%,55.99C,-62.6%,0%,0.6GHz,79.6%,69.4%,5.000477s/1.297958s,NoFlag,
14/11/2019 21:23:09,0.274,1.8%,55.99C,-62.6%,0%,0.6GHz,79.6%,69.4%,4.998765s/1.294786s,NoFlag,
14/11/2019 21:23:14,0.275,5.9%,55.99C,-62.6%,0%,0.6GHz,79.6%,69.4%,5.00052s/1.298198s,NoFlag,
14/11/2019 21:23:19,0.276,2.0%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.997725s/1.275798s,NoFlag,
14/11/2019 21:23:24,0.277,14.9%,55.02C,-74.8%,0%,1.5GHz,79.6%,69.4%,5.000571s/1.311086s,NoFlag,
14/11/2019 21:23:29,0.278,10.6%,56.48C,-56.5%,0%,1.5GHz,79.6%,69.4%,5.000274s/1.594554s,NoFlag,
14/11/2019 21:23:34,0.279,2.5%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.997247s/1.273442s,NoFlag,
14/11/2019 21:23:39,0.28,9.8%,55.5C,-68.7%,0%,1.5GHz,79.7%,69.4%,5.000695s/1.307596s,NoFlag,
14/11/2019 21:23:44,0.281,6.0%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,5.000674s/1.266163s,NoFlag,
14/11/2019 21:23:49,0.282,1.2%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.998566s/1.304161s,NoFlag,
14/11/2019 21:23:54,0.283,2.2%,55.99C,-62.6%,0%,0.6GHz,79.8%,69.4%,5.0007s/1.279779s,NoFlag,
14/11/2019 21:23:59,0.284,4.3%,55.5C,-68.7%,0%,0.6GHz,79.8%,69.4%,4.999351s/1.331465s,NoFlag,
14/11/2019 21:24:04,0.285,9.6%,55.5C,-68.7%,0%,0.6GHz,79.8%,69.4%,5.000715s/1.30106s,NoFlag,
14/11/2019 21:24:09,0.286,1.5%,55.5C,-68.7%,0%,0.6GHz,79.8%,69.4%,5.000686s/1.282277s,NoFlag,
14/11/2019 21:24:14,0.287,5.5%,55.5C,-68.7%,0%,0.6GHz,79.8%,69.4%,5.000631s/1.298681s,NoFlag,
14/11/2019 21:24:19,0.288,4.0%,55.02C,-74.8%,0%,0.6GHz,79.8%,69.4%,4.998031s/1.284262s,NoFlag,
14/11/2019 21:24:24,0.289,3.5%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000662s/1.31748s,NoFlag,
14/11/2019 21:24:29,0.29,8.8%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,5.000301s/1.638524s,NoFlag,
14/11/2019 21:24:34,0.291,2.5%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,4.999042s/1.33609s,NoFlag,
14/11/2019 21:24:39,0.292,2.7%,55.02C,-74.8%,0%,0.6GHz,79.6%,69.4%,5.000728s/1.283186s,NoFlag,
14/11/2019 21:24:44,0.293,3.5%,56.97C,-50.4%,0%,0.6GHz,79.6%,69.4%,5.000642s/1.326897s,NoFlag,
14/11/2019 21:24:49,0.294,1.0%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,4.998559s/1.337644s,NoFlag,
14/11/2019 21:24:54,0.295,6.2%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,5.000638s/1.350495s,NoFlag,
14/11/2019 21:24:59,0.296,3.8%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000629s/1.342053s,NoFlag,
14/11/2019 21:25:04,0.297,3.0%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000573s/1.393901s,NoFlag,
14/11/2019 21:25:09,0.298,6.4%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.998153s/1.367609s,NoFlag,
14/11/2019 21:25:14,0.299,5.5%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000578s/1.424829s,NoFlag,
14/11/2019 21:25:19,0.3,4.0%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.999185s/2.82441s,NoFlag,
14/11/2019 21:25:24,0.301,1.5%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000587s/1.454048s,NoFlag,
14/11/2019 21:25:29,0.302,3.0%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.999658s/1.982012s,NoFlag,
14/11/2019 21:25:34,0.303,10.4%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,5.000025s/1.347896s,NoFlag,
14/11/2019 21:25:39,0.304,2.3%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.999969s/1.29514s,NoFlag,
14/11/2019 21:25:44,0.305,3.3%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.00073s/1.284622s,NoFlag,
14/11/2019 21:25:49,0.306,1.5%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,4.999234s/1.285955s,NoFlag,
14/11/2019 21:25:54,0.307,0.3%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,5.000151s/1.279292s,NoFlag,
14/11/2019 21:25:59,0.308,10.2%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.999898s/1.29437s,NoFlag,
14/11/2019 21:26:04,0.309,3.3%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000681s/1.318306s,NoFlag,
14/11/2019 21:26:09,0.31,0.0%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,4.999314s/1.312545s,NoFlag,
14/11/2019 21:26:14,0.311,3.0%,55.02C,-74.8%,0%,0.6GHz,79.7%,69.4%,5.000691s/1.315152s,NoFlag,
14/11/2019 21:26:19,0.312,4.8%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.999317s/1.329113s,NoFlag,
14/11/2019 21:26:24,0.313,6.5%,55.02C,-74.8%,0%,0.6GHz,79.7%,69.4%,5.000688s/1.317026s,NoFlag,
14/11/2019 21:26:29,0.314,11.7%,56.48C,-56.5%,0%,1.5GHz,79.8%,69.4%,4.999255s/1.609772s,NoFlag,
14/11/2019 21:26:34,0.315,2.0%,56.97C,-50.4%,0%,0.6GHz,79.7%,69.4%,5.000024s/1.280701s,NoFlag,
14/11/2019 21:26:39,0.316,4.8%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000031s/1.311207s,NoFlag,
14/11/2019 21:26:44,0.317,4.5%,55.99C,-62.6%,0%,0.6GHz,79.6%,69.4%,5.000715s/1.321214s,NoFlag,
14/11/2019 21:26:49,0.318,4.8%,56.48C,-56.5%,0%,0.6GHz,79.7%,69.4%,4.999222s/1.304247s,NoFlag,
14/11/2019 21:26:54,0.319,1.0%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000698s/1.282183s,NoFlag,
14/11/2019 21:26:59,0.32,4.0%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.999365s/1.281203s,NoFlag,
14/11/2019 21:27:04,0.321,9.3%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,5.000697s/1.303179s,NoFlag,
14/11/2019 21:27:09,0.322,0.5%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.999308s/1.300987s,NoFlag,
14/11/2019 21:27:14,0.323,4.2%,55.5C,-68.7%,0%,0.6GHz,79.7%,69.4%,5.000711s/1.294301s,NoFlag,
14/11/2019 21:27:19,0.324,3.0%,55.99C,-62.6%,0%,0.6GHz,79.7%,69.4%,4.999285s/1.292035s,NoFlag,
14/11/2019 21:27:24,0.325,3.8%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,5.000009s/1.287098s,NoFlag,
14/11/2019 21:27:29,0.326,7.6%,55.5C,-68.7%,0%,1.5GHz,80.0%,69.4%,4.999934s/2.075337s,NoFlag,
14/11/2019 21:27:34,0.327,19.4%,55.5C,-68.7%,0%,1.5GHz,80.0%,69.4%,5.000609s/1.368857s,NoFlag,
14/11/2019 21:27:39,0.328,1.8%,56.48C,-56.5%,0%,0.6GHz,79.9%,69.4%,4.999487s/1.363239s,NoFlag,
14/11/2019 21:27:44,0.329,4.7%,55.99C,-62.6%,0%,0.6GHz,79.9%,69.4%,5.000653s/1.354167s,NoFlag,
14/11/2019 21:27:49,0.33,1.7%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,4.999247s/1.350589s,NoFlag,
14/11/2019 21:27:54,0.331,6.5%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,5.000574s/1.376767s,NoFlag,
14/11/2019 21:27:59,0.332,3.5%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,4.999476s/1.431452s,NoFlag,
14/11/2019 21:28:04,0.333,3.5%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,5.000522s/1.483797s,NoFlag,
14/11/2019 21:28:09,0.334,0.0%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,4.999425s/1.472084s,NoFlag,
14/11/2019 21:28:14,0.335,6.4%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000562s/1.420109s,NoFlag,
14/11/2019 21:28:19,0.336,11.2%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,4.99954s/2.436687s,NoFlag,
14/11/2019 21:28:24,0.337,0.8%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000719s/1.288065s,NoFlag,
14/11/2019 21:28:29,0.338,3.8%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000123s/1.813227s,NoFlag,
14/11/2019 21:28:34,0.339,6.8%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000662s/1.293092s,NoFlag,
14/11/2019 21:28:39,0.34,2.3%,56.48C,-56.5%,0%,0.6GHz,80.0%,69.4%,5.000644s/1.280561s,NoFlag,
14/11/2019 21:28:44,0.341,6.6%,55.02C,-74.8%,0%,0.6GHz,80.0%,69.4%,5.000597s/1.298016s,NoFlag,
14/11/2019 21:28:49,0.342,2.0%,56.97C,-50.4%,0%,0.6GHz,80.1%,69.4%,5.000551s/1.283024s,NoFlag,
14/11/2019 21:28:54,0.343,1.7%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000524s/1.293892s,NoFlag,
14/11/2019 21:28:59,0.344,10.6%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,5.000503s/1.313015s,NoFlag,
14/11/2019 21:29:04,0.345,6.0%,56.48C,-56.5%,0%,0.6GHz,80.0%,69.4%,5.000486s/1.295711s,NoFlag,
14/11/2019 21:29:09,0.346,0.0%,55.5C,-68.7%,0%,0.6GHz,80.1%,69.4%,5.000452s/1.302484s,NoFlag,
14/11/2019 21:29:14,0.347,3.5%,55.02C,-74.8%,0%,0.6GHz,80.1%,69.4%,5.000437s/1.292546s,NoFlag,
14/11/2019 21:29:19,0.348,3.5%,55.99C,-62.6%,0%,0.6GHz,80.0%,69.4%,5.00036s/1.35103s,NoFlag,
14/11/2019 21:29:24,0.349,7.0%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000392s/1.302836s,NoFlag,
14/11/2019 21:29:29,0.35,3.5%,55.02C,-74.8%,0%,0.6GHz,80.0%,69.4%,4.99758s/1.596777s,NoFlag,
14/11/2019 21:29:34,0.351,2.3%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000512s/1.28908s,NoFlag,
14/11/2019 21:29:39,0.352,0.8%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000492s/1.283889s,NoFlag,
14/11/2019 21:29:44,0.353,4.7%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000445s/1.306562s,NoFlag,
14/11/2019 21:29:49,0.354,8.1%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000412s/1.285159s,NoFlag,
14/11/2019 21:29:54,0.355,1.5%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000377s/1.311895s,NoFlag,
14/11/2019 21:29:59,0.356,5.2%,55.02C,-74.8%,0%,0.6GHz,80.0%,69.4%,5.000485s/1.283492s,NoFlag,
14/11/2019 21:30:04,0.357,2.8%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000368s/1.298477s,NoFlag,
14/11/2019 21:30:09,0.358,0.3%,55.5C,-68.7%,0%,0.6GHz,80.0%,69.4%,5.000336s/1.308403s,NoFlag,
14/11/2019 21:30:14,0.359,8.2%,55.5C,-68.7%,0%,0.6GHz,80.2%,69.4%,5.000303s/1.328743s,NoFlag,
14/11/2019 21:30:19,0.36,3.0%,55.02C,-74.8%,0%,0.6GHz,80.2%,69.4%,5.000284s/1.329192s,NoFlag,
14/11/2019 21:30:24,0.361,3.7%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,5.000311s/1.299201s,NoFlag,
14/11/2019 21:30:29,0.362,8.7%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,4.999957s/1.622679s,NoFlag,
14/11/2019 21:30:34,0.363,4.5%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,4.999167s/1.292025s,NoFlag,
14/11/2019 21:30:39,0.364,2.0%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,5.000344s/1.279573s,NoFlag,
14/11/2019 21:30:44,0.365,5.3%,55.02C,-74.8%,0%,0.6GHz,80.2%,69.4%,5.000147s/1.458041s,NoFlag,
14/11/2019 21:30:49,0.366,2.5%,56.48C,-56.5%,0%,0.6GHz,80.2%,69.4%,5.00027s/1.299873s,NoFlag,
14/11/2019 21:30:54,0.367,6.7%,55.5C,-68.7%,0%,1.5GHz,80.2%,69.4%,5.000247s/1.284123s,NoFlag,
14/11/2019 21:30:59,0.368,3.0%,55.5C,-68.7%,0%,0.6GHz,80.2%,69.4%,4.9997s/1.308317s,NoFlag,
14/11/2019 21:31:04,0.369,4.0%,55.99C,-62.6%,0%,0.6GHz,80.3%,69.4%,4.997891s/1.473271s,NoFlag,
14/11/2019 21:31:09,0.37,5.3%,56.97C,-50.4%,0%,0.6GHz,80.2%,69.4%,5.00031s/1.392806s,NoFlag,
14/11/2019 21:31:14,0.371,6.3%,57.45C,-44.4%,0%,1.5GHz,80.2%,69.4%,5.000368s/1.282152s,NoFlag,
14/11/2019 21:31:19,0.372,9.9%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000335s/1.28508s,NoFlag,
14/11/2019 21:31:24,0.373,1.0%,55.02C,-74.8%,0%,0.6GHz,80.1%,69.4%,5.000331s/1.309246s,NoFlag,
14/11/2019 21:31:29,0.374,5.5%,56.48C,-56.5%,0%,0.6GHz,80.1%,69.4%,4.99963s/1.999386s,NoFlag,
14/11/2019 21:31:34,0.375,2.5%,55.99C,-62.6%,0%,0.6GHz,80.1%,69.4%,5.000311s/1.334729s,NoFlag,
14/11/2019 21:31:39,0.376,1.0%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,5.000315s/1.307959s,NoFlag,
14/11/2019 21:31:44,0.377,9.0%,55.5C,-68.7%,0%,0.6GHz,80.2%,69.4%,5.000329s/1.276588s,NoFlag,
14/11/2019 21:31:49,0.378,5.5%,56.48C,-56.5%,0%,0.6GHz,80.2%,69.4%,5.000317s/1.300606s,NoFlag,
14/11/2019 21:31:54,0.379,1.0%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,5.000307s/1.28704s,NoFlag,
14/11/2019 21:31:59,0.38,6.1%,55.99C,-62.6%,0%,0.6GHz,80.2%,69.4%,5.000272s/1.304525s,NoFlag,
14/11/2019 21:32:04,0.381,3.3%,55.02C,-74.8%,0%,0.6GHz,80.2%,69.4%,5.000227s/1.329876s,NoFlag,
14/11/2019 21:32:09,0.382,3.3%,56.97C,-50.4%,0%,0.6GHz,80.2%,69.4%,5.00023s/1.309385s,NoFlag,
14/11/2019 21:32:14,0.383,6.2%,55.5C,-68.7%,0%,0.6GHz,80.1%,69.4%,5.000231s/1.302264s,NoFlag,
14/11/2019 21:32:19,0.384,3.0%,55.5C,-68.7%,0%,0.6GHz,80.1%,69.4%,5.000177s/1.33697s,NoFlag,
14/11/2019 21:32:24,0.385,9.8%,55.02C,-74.8%,0%,0.6GHz,80.5%,69.4%,4.997307s/1.404168s,NoFlag,
14/11/2019 21:32:29,0.386,4.0%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,4.999949s/1.674133s,NoFlag,
