Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 21:05:39,0.064,2.3%,55.02C,-74.8%,0%,0.6GHz,77.0%,69.4%,4.999745s/1.309592s,NoFlag,
14/11/2019 21:05:44,0.065,8.2%,55.99C,-62.6%,0%,0.6GHz,77.0%,69.4%,5.000161s/1.29245s,NoFlag,
14/11/2019 21:05:49,0.066,4.0%,55.99C,-62.6%,0%,0.6GHz,77.0%,69.4%,4.999837s/1.425816s,NoFlag,
14/11/2019 21:05:54,0.067,15.3%,54.53C,-80.9%,0%,1.5GHz,77.0%,69.4%,5.000032s/1.430702s,NoFlag,
14/11/2019 21:05:59,0.068,3.0%,55.5C,-68.7%,0%,0.6GHz,77.0%,69.4%,5.000017s/1.410598s,NoFlag,
14/11/2019 21:06:04,0.069,2.0%,55.5C,-68.7%,0%,0.6GHz,77.0%,69.4%,5.000144s/1.370436s,NoFlag,
14/11/2019 21:06:09,0.07,9.8%,55.5C,-68.7%,0%,0.6GHz,77.0%,69.4%,5.000147s/1.350473s,NoFlag,
14/11/2019 21:06:14,0.071,2.2%,54.53C,-80.9%,0%,0.6GHz,77.0%,69.4%,5.000187s/1.303532s,NoFlag,
14/11/2019 21:06:19,0.072,3.0%,54.53C,-80.9%,0%,0.6GHz,77.0%,69.4%,5.000184s/1.285232s,NoFlag,
14/11/2019 21:06:24,0.073,4.3%,54.53C,-80.9%,0%,0.6GHz,77.0%,69.4%,5.000167s/1.295133s,NoFlag,
14/11/2019 21:06:29,0.074,4.8%,55.99C,-62.6%,0%,0.6GHz,77.0%,69.4%,4.999174s/1.624139s,NoFlag,
14/11/2019 21:06:34,0.075,10.2%,55.99C,-62.6%,0%,0.6GHz,77.0%,69.4%,5.000195s/1.301015s,NoFlag,
14/11/2019 21:06:39,0.076,2.8%,54.53C,-80.9%,0%,0.6GHz,77.0%,69.4%,5.000174s/1.303418s,NoFlag,
14/11/2019 21:06:44,0.077,1.7%,54.04C,-87.0%,0%,0.6GHz,77.0%,69.4%,4.999625s/1.36227s,NoFlag,
14/11/2019 21:06:49,0.078,10.3%,55.5C,-68.7%,0%,0.6GHz,77.0%,69.4%,5.000186s/1.295479s,NoFlag,
14/11/2019 21:06:54,0.079,3.3%,55.02C,-74.8%,0%,0.6GHz,77.0%,69.4%,5.000168s/1.30158s,NoFlag,
14/11/2019 21:06:59,0.08,8.8%,55.5C,-68.7%,0%,0.6GHz,77.1%,69.4%,5.000183s/1.297496s,NoFlag,
14/11/2019 21:07:04,0.081,2.3%,55.02C,-74.8%,0%,0.6GHz,77.1%,69.4%,5.000186s/1.288623s,NoFlag,
14/11/2019 21:07:09,0.082,3.7%,54.53C,-80.9%,0%,0.6GHz,77.0%,69.4%,5.000178s/1.296705s,NoFlag,
14/11/2019 21:07:14,0.083,3.1%,55.5C,-68.7%,0%,0.6GHz,77.0%,69.4%,4.999052s/1.300259s,NoFlag,
14/11/2019 21:07:19,0.084,2.7%,55.02C,-74.8%,0%,0.6GHz,77.0%,69.4%,5.00018s/1.306631s,NoFlag,
14/11/2019 21:07:24,0.085,7.3%,55.5C,-68.7%,0%,0.6GHz,77.3%,69.4%,5.000195s/1.287677s,NoFlag,
14/11/2019 21:07:29,0.086,1.0%,55.02C,-74.8%,0%,0.6GHz,77.3%,69.4%,4.999651s/1.878517s,NoFlag,
14/11/2019 21:07:34,0.087,2.3%,54.53C,-80.9%,0%,0.6GHz,77.3%,69.4%,5.000206s/1.301977s,NoFlag,
14/11/2019 21:07:39,0.088,8.0%,55.5C,-68.7%,0%,0.6GHz,77.3%,69.4%,4.999768s/1.292358s,NoFlag,
14/11/2019 21:07:44,0.089,0.8%,55.99C,-62.6%,0%,0.6GHz,77.3%,69.4%,5.000037s/1.301569s,NoFlag,
14/11/2019 21:07:49,0.09,9.1%,55.02C,-74.8%,0%,1.5GHz,77.5%,69.4%,5.000012s/1.309368s,NoFlag,
14/11/2019 21:07:54,0.091,13.7%,55.02C,-74.8%,0%,1.5GHz,77.4%,69.4%,5.000057s/1.421817s,NoFlag,
14/11/2019 21:07:59,0.092,2.0%,55.5C,-68.7%,0%,0.6GHz,77.3%,69.4%,4.999947s/1.390823s,NoFlag,
14/11/2019 21:08:04,0.093,13.9%,56.48C,-56.5%,0%,1.5GHz,77.3%,69.4%,5.000008s/1.304565s,NoFlag,
14/11/2019 21:08:09,0.094,3.0%,55.02C,-74.8%,0%,0.6GHz,77.3%,69.4%,4.999993s/1.309678s,NoFlag,
14/11/2019 21:08:14,0.095,2.5%,55.02C,-74.8%,0%,0.6GHz,77.3%,69.4%,4.999998s/1.288619s,NoFlag,
14/11/2019 21:08:19,0.096,4.0%,56.48C,-56.5%,0%,0.6GHz,77.3%,69.4%,4.999945s/1.36995s,NoFlag,
14/11/2019 21:08:24,0.097,2.5%,55.99C,-62.6%,0%,0.6GHz,77.4%,69.4%,4.998267s/1.34051s,NoFlag,
14/11/2019 21:08:29,0.098,7.8%,55.5C,-68.7%,0%,0.6GHz,77.3%,69.4%,4.999984s/1.577173s,NoFlag,
14/11/2019 21:08:34,0.099,3.0%,55.02C,-74.8%,0%,0.6GHz,77.4%,69.4%,5.000285s/1.304665s,NoFlag,
14/11/2019 21:08:39,0.1,3.3%,54.53C,-80.9%,0%,0.6GHz,77.4%,69.4%,5.000194s/1.378997s,NoFlag,
14/11/2019 21:08:44,0.101,9.8%,55.99C,-62.6%,0%,0.6GHz,77.5%,69.4%,5.000283s/1.27771s,NoFlag,
14/11/2019 21:08:49,0.102,2.5%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000261s/1.265553s,NoFlag,
14/11/2019 21:08:54,0.103,8.5%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000333s/1.28058s,NoFlag,
14/11/2019 21:08:59,0.104,1.8%,55.02C,-74.8%,0%,0.6GHz,77.5%,69.4%,5.000212s/1.314096s,NoFlag,
14/11/2019 21:09:04,0.105,3.0%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,5.000217s/1.299987s,NoFlag,
14/11/2019 21:09:09,0.106,7.7%,55.99C,-62.6%,0%,0.6GHz,77.5%,69.4%,5.000171s/1.329483s,NoFlag,
14/11/2019 21:09:14,0.107,2.0%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,4.999864s/1.277114s,NoFlag,
14/11/2019 21:09:19,0.108,2.3%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,5.000206s/1.292844s,NoFlag,
14/11/2019 21:09:24,0.109,4.0%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,5.000198s/1.287326s,NoFlag,
14/11/2019 21:09:29,0.11,2.0%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,4.999613s/1.578762s,NoFlag,
14/11/2019 21:09:34,0.111,9.0%,55.5C,-68.7%,0%,0.6GHz,77.5%,69.4%,4.999959s/1.365118s,NoFlag,
14/11/2019 21:09:39,0.112,3.8%,54.53C,-80.9%,0%,0.6GHz,77.5%,69.4%,5.000145s/1.349617s,NoFlag,
14/11/2019 21:09:44,0.113,2.3%,55.02C,-74.8%,0%,0.6GHz,77.5%,69.4%,4.999864s/1.292707s,NoFlag,
14/11/2019 21:09:49,0.114,2.0%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000203s/1.29994s,NoFlag,
14/11/2019 21:09:54,0.115,3.0%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000133s/1.354643s,NoFlag,
14/11/2019 21:09:59,0.116,7.3%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,4.999659s/1.294983s,NoFlag,
14/11/2019 21:10:04,0.117,2.5%,54.53C,-80.9%,0%,0.6GHz,77.6%,69.4%,5.000203s/1.284598s,NoFlag,
14/11/2019 21:10:09,0.118,9.1%,54.04C,-87.0%,0%,1.5GHz,77.6%,69.4%,5.000207s/1.283685s,NoFlag,
14/11/2019 21:10:14,0.119,2.0%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000168s/1.311559s,NoFlag,
14/11/2019 21:10:19,0.12,1.3%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000159s/1.313057s,NoFlag,
14/11/2019 21:10:24,0.121,8.6%,54.53C,-80.9%,0%,1.5GHz,77.6%,69.4%,5.00018s/1.279039s,NoFlag,
14/11/2019 21:10:29,0.122,2.0%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,4.999902s/1.581598s,NoFlag,
14/11/2019 21:10:34,0.123,0.8%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,4.999263s/1.317224s,NoFlag,
14/11/2019 21:10:39,0.124,5.1%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000198s/1.298139s,NoFlag,
14/11/2019 21:10:44,0.125,4.2%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000219s/1.300245s,NoFlag,
14/11/2019 21:10:49,0.126,3.6%,55.5C,-68.7%,0%,0.6GHz,77.7%,69.4%,5.000219s/1.289783s,NoFlag,
14/11/2019 21:10:54,0.127,5.0%,56.48C,-56.5%,0%,0.6GHz,77.8%,69.4%,5.000182s/1.304263s,NoFlag,
14/11/2019 21:10:59,0.128,5.3%,55.99C,-62.6%,0%,0.6GHz,77.6%,69.4%,5.000156s/1.300075s,NoFlag,
14/11/2019 21:11:04,0.129,18.7%,55.5C,-68.7%,0%,1.5GHz,77.6%,69.4%,4.999157s/1.285463s,NoFlag,
14/11/2019 21:11:09,0.13,2.5%,56.48C,-56.5%,0%,0.6GHz,77.6%,69.4%,5.000168s/1.295549s,NoFlag,
14/11/2019 21:11:14,0.131,3.3%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000202s/1.287077s,NoFlag,
14/11/2019 21:11:19,0.132,0.3%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000171s/1.296144s,NoFlag,
14/11/2019 21:11:24,0.133,2.8%,55.99C,-62.6%,0%,0.6GHz,77.6%,69.4%,4.997442s/1.300501s,NoFlag,
14/11/2019 21:11:29,0.134,9.6%,55.99C,-62.6%,0%,0.6GHz,77.6%,69.4%,4.999967s/1.630164s,NoFlag,
14/11/2019 21:11:34,0.135,0.7%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000296s/1.293674s,NoFlag,
14/11/2019 21:11:39,0.136,3.5%,55.99C,-62.6%,0%,0.6GHz,77.6%,69.4%,5.00029s/1.289539s,NoFlag,
14/11/2019 21:11:44,0.137,5.8%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000277s/1.296784s,NoFlag,
14/11/2019 21:11:49,0.138,0.5%,55.02C,-74.8%,0%,0.6GHz,77.7%,69.4%,5.000232s/1.315753s,NoFlag,
14/11/2019 21:11:54,0.139,8.3%,55.99C,-62.6%,0%,1.5GHz,77.7%,69.4%,5.000245s/1.289208s,NoFlag,
14/11/2019 21:11:59,0.14,7.6%,56.48C,-56.5%,0%,0.6GHz,77.6%,69.4%,5.000221s/1.296087s,NoFlag,
14/11/2019 21:12:04,0.141,0.0%,55.99C,-62.6%,0%,0.6GHz,77.6%,69.4%,5.000225s/1.277378s,NoFlag,
14/11/2019 21:12:09,0.142,3.8%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000192s/1.312242s,NoFlag,
14/11/2019 21:12:14,0.143,2.8%,55.02C,-74.8%,0%,0.6GHz,77.6%,69.4%,5.000222s/1.312167s,NoFlag,
14/11/2019 21:12:19,0.144,8.2%,55.5C,-68.7%,0%,0.6GHz,77.6%,69.4%,5.000187s/1.29825s,NoFlag,
14/11/2019 21:12:24,0.145,5.8%,56.48C,-56.5%,0%,0.6GHz,77.9%,69.4%,5.000053s/1.398698s,NoFlag,
14/11/2019 21:12:29,0.146,3.7%,55.5C,-68.7%,0%,0.6GHz,77.9%,69.4%,4.999403s/1.631668s,NoFlag,
14/11/2019 21:12:34,0.147,3.3%,55.02C,-74.8%,0%,0.6GHz,77.9%,69.4%,4.999993s/1.297846s,NoFlag,
14/11/2019 21:12:39,0.148,2.8%,55.5C,-68.7%,0%,0.6GHz,77.9%,69.4%,5.000201s/1.30207s,NoFlag,
14/11/2019 21:12:44,0.149,6.5%,55.5C,-68.7%,0%,0.6GHz,77.9%,69.4%,5.000205s/1.289557s,NoFlag,
14/11/2019 21:12:49,0.15,1.0%,55.02C,-74.8%,0%,0.6GHz,77.9%,69.4%,5.000169s/1.30988s,NoFlag,
14/11/2019 21:12:54,0.151,3.5%,55.02C,-74.8%,0%,0.6GHz,77.9%,69.4%,5.000152s/1.316103s,NoFlag,
14/11/2019 21:12:59,0.152,8.0%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000181s/1.282007s,NoFlag,
14/11/2019 21:13:04,0.153,1.0%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000141s/1.312295s,NoFlag,
14/11/2019 21:13:09,0.154,2.8%,55.02C,-74.8%,0%,0.6GHz,78.2%,69.4%,4.998384s/1.284956s,NoFlag,
14/11/2019 21:13:14,0.155,8.5%,55.5C,-68.7%,0%,0.6GHz,78.3%,69.4%,5.000248s/1.282455s,NoFlag,
14/11/2019 21:13:19,0.156,0.3%,55.99C,-62.6%,0%,0.6GHz,78.1%,69.4%,5.000287s/1.294469s,NoFlag,
14/11/2019 21:13:24,0.157,14.0%,55.5C,-68.7%,0%,1.5GHz,78.2%,69.4%,5.000195s/1.289306s,NoFlag,
14/11/2019 21:13:29,0.158,2.8%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,4.999863s/1.584695s,NoFlag,
14/11/2019 21:13:34,0.159,2.7%,55.02C,-74.8%,0%,0.6GHz,78.2%,69.4%,5.0002s/1.302648s,NoFlag,
14/11/2019 21:13:39,0.16,4.5%,55.02C,-74.8%,0%,0.6GHz,78.2%,69.4%,5.000178s/1.30782s,NoFlag,
14/11/2019 21:13:44,0.161,3.3%,55.02C,-74.8%,0%,0.6GHz,78.2%,69.4%,5.00019s/1.295647s,NoFlag,
14/11/2019 21:13:49,0.162,7.0%,55.99C,-62.6%,0%,0.6GHz,78.3%,69.4%,4.999397s/1.275483s,NoFlag,
14/11/2019 21:13:54,0.163,4.7%,55.99C,-62.6%,0%,0.6GHz,78.2%,69.4%,5.0002s/1.303578s,NoFlag,
14/11/2019 21:13:59,0.164,3.3%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000191s/1.297306s,NoFlag,
14/11/2019 21:14:04,0.165,2.8%,55.99C,-62.6%,0%,0.6GHz,78.3%,69.4%,4.999618s/1.289362s,NoFlag,
14/11/2019 21:14:09,0.166,3.5%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000192s/1.303775s,NoFlag,
14/11/2019 21:14:14,0.167,8.2%,55.02C,-74.8%,0%,0.6GHz,78.2%,69.4%,5.000202s/1.288414s,NoFlag,
14/11/2019 21:14:19,0.168,16.0%,55.02C,-74.8%,0%,1.5GHz,78.2%,69.4%,5.000151s/1.302043s,NoFlag,
14/11/2019 21:14:24,0.169,4.3%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000128s/1.300671s,NoFlag,
14/11/2019 21:14:29,0.17,8.2%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,4.999848s/1.612876s,NoFlag,
14/11/2019 21:14:34,0.171,0.3%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000195s/1.285519s,NoFlag,
14/11/2019 21:14:39,0.172,2.8%,54.53C,-80.9%,0%,0.6GHz,78.2%,69.4%,4.999288s/1.307829s,NoFlag,
14/11/2019 21:14:44,0.173,4.7%,55.5C,-68.7%,0%,0.6GHz,78.2%,69.4%,5.000202s/1.298808s,NoFlag,
14/11/2019 21:14:49,0.174,0.5%,55.5C,-68.7%,0%,0.6GHz,78.3%,69.4%,5.000206s/1.289742s,NoFlag,
14/11/2019 21:14:54,0.175,8.0%,55.02C,-74.8%,0%,1.5GHz,78.3%,69.4%,5.000202s/1.279163s,NoFlag,
14/11/2019 21:14:59,0.176,4.5%,55.02C,-74.8%,0%,0.6GHz,78.3%,69.4%,5.000171s/1.293415s,NoFlag,
14/11/2019 21:15:04,0.177,1.8%,55.02C,-74.8%,0%,0.6GHz,78.3%,69.4%,5.000053s/1.411973s,NoFlag,
14/11/2019 21:15:09,0.178,10.2%,55.02C,-74.8%,0%,1.5GHz,78.4%,69.4%,4.998126s/1.308804s,NoFlag,
14/11/2019 21:15:14,0.179,4.5%,55.5C,-68.7%,0%,0.6GHz,78.4%,69.4%,5.000272s/1.30087s,NoFlag,
14/11/2019 21:15:19,0.18,6.5%,55.5C,-68.7%,0%,0.6GHz,78.4%,69.4%,5.000247s/1.288532s,NoFlag,
14/11/2019 21:15:24,0.181,3.5%,55.02C,-74.8%,0%,0.6GHz,78.4%,69.4%,5.000204s/1.293271s,NoFlag,
14/11/2019 21:15:29,0.182,5.3%,55.5C,-68.7%,0%,0.6GHz,78.4%,69.4%,4.999713s/1.815284s,NoFlag,
14/11/2019 21:15:34,0.183,1.5%,55.99C,-62.6%,0%,0.6GHz,78.5%,69.4%,5.000188s/1.360766s,NoFlag,
14/11/2019 21:15:39,0.184,2.3%,55.99C,-62.6%,0%,0.6GHz,78.5%,69.4%,5.000193s/1.324729s,NoFlag,
14/11/2019 21:15:44,0.185,13.0%,55.02C,-74.8%,0%,0.6GHz,78.5%,69.4%,5.00019s/1.3206s,NoFlag,
14/11/2019 21:15:49,0.186,0.5%,54.53C,-80.9%,0%,0.6GHz,78.5%,69.4%,5.00018s/1.321304s,NoFlag,
14/11/2019 21:15:54,0.187,4.0%,55.5C,-68.7%,0%,0.6GHz,78.5%,69.4%,5.000195s/1.299149s,NoFlag,
14/11/2019 21:15:59,0.188,6.8%,55.5C,-68.7%,0%,0.6GHz,78.5%,69.4%,5.000105s/1.388444s,NoFlag,
14/11/2019 21:16:04,0.189,0.3%,55.99C,-62.6%,0%,0.6GHz,78.5%,69.4%,5.000189s/1.308737s,NoFlag,
14/11/2019 21:16:09,0.19,6.9%,55.02C,-74.8%,0%,0.6GHz,78.5%,69.4%,4.999364s/1.37067s,NoFlag,
14/11/2019 21:16:14,0.191,4.0%,55.99C,-62.6%,0%,0.6GHz,78.5%,69.4%,5.000191s/1.32083s,NoFlag,
14/11/2019 21:16:19,0.192,1.3%,55.99C,-62.6%,0%,0.6GHz,78.6%,69.4%,4.9998s/1.367983s,NoFlag,
14/11/2019 21:16:24,0.193,13.0%,55.99C,-62.6%,0%,0.6GHz,78.4%,69.4%,5.000133s/1.33779s,NoFlag,
