Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 19:40:55,0.059,1.8%,45.28C,-196.5%,0%,0.6GHz,73.8%,69.4%,5.000209s/1.034978s,NoFlag,
14/11/2019 19:41:00,0.06,6.1%,44.3C,-208.7%,0%,0.6GHz,73.8%,69.4%,5.000168s/1.059332s,NoFlag,
14/11/2019 19:41:05,0.061,2.0%,45.76C,-190.4%,0%,0.6GHz,73.8%,69.4%,5.000203s/1.034927s,NoFlag,
14/11/2019 19:41:10,0.062,2.3%,44.3C,-208.7%,0%,0.6GHz,73.8%,69.4%,5.000152s/1.058709s,NoFlag,
14/11/2019 19:41:15,0.063,9.1%,45.28C,-196.5%,0%,1.5GHz,73.8%,69.4%,5.000169s/1.035499s,NoFlag,
14/11/2019 19:41:20,0.064,0.8%,45.28C,-196.5%,0%,0.6GHz,73.8%,69.4%,5.000146s/1.029601s,NoFlag,
14/11/2019 19:41:25,0.065,2.8%,45.28C,-196.5%,0%,0.6GHz,73.8%,69.4%,5.000153s/1.03609s,NoFlag,
14/11/2019 19:41:30,0.066,3.3%,45.28C,-196.5%,0%,0.6GHz,73.8%,69.4%,5.000151s/1.038181s,NoFlag,
14/11/2019 19:41:35,0.067,2.5%,45.76C,-190.4%,0%,0.6GHz,73.8%,69.4%,5.000137s/1.036023s,NoFlag,
14/11/2019 19:41:40,0.068,11.4%,45.76C,-190.4%,0%,1.5GHz,73.8%,69.4%,5.000127s/1.034924s,NoFlag,
14/11/2019 19:41:45,0.069,3.0%,44.79C,-202.6%,0%,0.6GHz,73.9%,69.4%,4.997187s/1.030622s,NoFlag,
14/11/2019 19:41:50,0.07,0.8%,45.76C,-190.4%,0%,0.6GHz,73.9%,69.4%,5.000275s/1.03552s,NoFlag,
14/11/2019 19:41:55,0.071,5.2%,45.76C,-190.4%,0%,0.6GHz,73.8%,69.4%,5.000222s/1.067603s,NoFlag,
14/11/2019 19:42:00,0.072,4.0%,45.76C,-190.4%,0%,0.6GHz,73.9%,69.4%,5.000243s/1.039771s,NoFlag,
14/11/2019 19:42:05,0.073,8.0%,46.25C,-184.4%,0%,0.6GHz,73.9%,69.4%,5.000224s/1.039035s,NoFlag,
14/11/2019 19:42:10,0.074,3.5%,45.28C,-196.5%,0%,0.6GHz,73.9%,69.4%,5.000195s/1.058795s,NoFlag,
