Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 20:48:48,0.194,2.2%,53.07C,-99.1%,0%,0.6GHz,75.0%,69.4%,4.999826s/1.599197s,NoFlag,
14/11/2019 20:48:53,0.195,7.2%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000095s/1.317227s,NoFlag,
14/11/2019 20:48:58,0.196,4.0%,52.58C,-105.2%,0%,0.6GHz,75.1%,69.4%,5.000122s/1.293459s,NoFlag,
14/11/2019 20:49:03,0.197,2.5%,52.09C,-111.3%,0%,0.6GHz,75.1%,69.4%,5.0001s/1.325054s,NoFlag,
14/11/2019 20:49:08,0.198,2.7%,54.53C,-80.9%,0%,0.6GHz,75.2%,69.4%,5.000103s/1.294709s,NoFlag,
14/11/2019 20:49:13,0.199,17.1%,54.04C,-87.0%,0%,1.5GHz,75.0%,69.4%,4.99993s/1.404533s,NoFlag,
14/11/2019 20:49:18,0.2,8.5%,54.53C,-80.9%,0%,0.6GHz,75.0%,69.4%,5.000047s/1.301111s,NoFlag,
14/11/2019 20:49:23,0.201,1.0%,53.56C,-93.1%,0%,0.6GHz,75.0%,69.4%,5.000057s/1.298649s,NoFlag,
14/11/2019 20:49:28,0.202,4.0%,52.58C,-105.2%,0%,0.6GHz,75.0%,69.4%,5.00006s/1.324262s,NoFlag,
14/11/2019 20:49:33,0.203,3.8%,53.07C,-99.1%,0%,0.6GHz,75.0%,69.4%,5.000095s/1.283828s,NoFlag,
14/11/2019 20:49:38,0.204,0.5%,52.58C,-105.2%,0%,0.6GHz,75.0%,69.4%,5.000053s/1.321674s,NoFlag,
14/11/2019 20:49:43,0.205,9.8%,53.07C,-99.1%,0%,0.6GHz,75.0%,69.4%,4.999596s/1.774821s,NoFlag,
14/11/2019 20:49:48,0.206,9.4%,53.56C,-93.1%,0%,0.6GHz,75.1%,69.4%,4.999736s/1.671412s,NoFlag,
14/11/2019 20:49:53,0.207,0.5%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000052s/1.354923s,NoFlag,
14/11/2019 20:49:58,0.208,3.8%,52.58C,-105.2%,0%,0.6GHz,75.1%,69.4%,5.000058s/1.346763s,NoFlag,
14/11/2019 20:50:03,0.209,3.5%,53.07C,-99.1%,0%,0.6GHz,75.0%,69.4%,5.000021s/1.381356s,NoFlag,
14/11/2019 20:50:08,0.21,5.9%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000003s/1.394184s,NoFlag,
14/11/2019 20:50:13,0.211,3.0%,53.56C,-93.1%,0%,0.6GHz,75.1%,69.4%,5.000108s/1.29468s,NoFlag,
14/11/2019 20:50:18,0.212,4.0%,52.58C,-105.2%,0%,0.6GHz,75.1%,69.4%,5.000081s/1.323872s,NoFlag,
14/11/2019 20:50:23,0.213,6.1%,54.04C,-87.0%,0%,0.6GHz,75.0%,69.4%,5.000102s/1.291681s,NoFlag,
14/11/2019 20:50:28,0.214,3.0%,53.07C,-99.1%,0%,0.6GHz,75.0%,69.4%,5.00009s/1.295713s,NoFlag,
14/11/2019 20:50:33,0.215,7.6%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000085s/1.310937s,NoFlag,
14/11/2019 20:50:38,0.216,7.0%,53.56C,-93.1%,0%,1.5GHz,75.1%,69.4%,4.999978s/1.411826s,NoFlag,
14/11/2019 20:50:43,0.217,4.5%,54.04C,-87.0%,0%,0.6GHz,75.1%,69.4%,5.000093s/1.286681s,NoFlag,
14/11/2019 20:50:48,0.218,10.9%,54.04C,-87.0%,0%,0.6GHz,75.2%,69.4%,4.997138s/1.626186s,NoFlag,
14/11/2019 20:50:53,0.219,0.3%,53.07C,-99.1%,0%,0.6GHz,75.2%,69.4%,5.000235s/1.297323s,NoFlag,
14/11/2019 20:50:58,0.22,2.8%,52.58C,-105.2%,0%,0.6GHz,75.2%,69.4%,5.00018s/1.323519s,NoFlag,
14/11/2019 20:51:03,0.221,3.2%,53.07C,-99.1%,0%,0.6GHz,75.2%,69.4%,5.000189s/1.308288s,NoFlag,
14/11/2019 20:51:08,0.222,0.0%,53.07C,-99.1%,0%,0.6GHz,75.2%,69.4%,5.000169s/1.319923s,NoFlag,
14/11/2019 20:51:13,0.223,10.3%,54.04C,-87.0%,0%,0.6GHz,75.1%,69.4%,5.00022s/1.293285s,NoFlag,
14/11/2019 20:51:18,0.224,3.5%,52.58C,-105.2%,0%,0.6GHz,75.1%,69.4%,5.000151s/1.316477s,NoFlag,
14/11/2019 20:51:23,0.225,0.2%,52.58C,-105.2%,0%,0.6GHz,75.1%,69.4%,5.000169s/1.290768s,NoFlag,
14/11/2019 20:51:28,0.226,3.3%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000142s/1.306277s,NoFlag,
14/11/2019 20:51:33,0.227,4.0%,53.07C,-99.1%,0%,0.6GHz,75.1%,69.4%,5.000137s/1.304233s,NoFlag,
14/11/2019 20:51:38,0.228,9.3%,53.56C,-93.1%,0%,0.6GHz,75.2%,69.4%,5.000085s/1.32431s,NoFlag,
14/11/2019 20:51:43,0.229,12.5%,54.04C,-87.0%,0%,1.5GHz,75.1%,69.4%,5.000084s/1.299176s,NoFlag,
14/11/2019 20:51:48,0.23,9.5%,54.53C,-80.9%,0%,1.5GHz,75.1%,69.4%,4.999527s/1.891969s,NoFlag,
14/11/2019 20:51:53,0.231,0.8%,54.53C,-80.9%,0%,0.6GHz,75.1%,69.4%,5.000105s/1.295833s,NoFlag,
14/11/2019 20:51:58,0.232,2.8%,53.56C,-93.1%,0%,0.6GHz,75.1%,69.4%,4.999334s/1.300235s,NoFlag,
14/11/2019 20:52:03,0.233,7.4%,54.04C,-87.0%,0%,0.6GHz,75.1%,69.4%,5.000176s/1.30943s,NoFlag,
14/11/2019 20:52:08,0.234,2.0%,53.56C,-93.1%,0%,0.6GHz,75.1%,69.4%,5.00018s/1.286135s,NoFlag,
14/11/2019 20:52:13,0.235,3.3%,53.56C,-93.1%,0%,0.6GHz,75.1%,69.4%,5.000155s/1.313913s,NoFlag,
14/11/2019 20:52:18,0.236,9.2%,54.53C,-80.9%,0%,0.6GHz,75.1%,69.4%,5.000233s/1.301679s,NoFlag,
14/11/2019 20:52:23,0.237,0.0%,54.04C,-87.0%,0%,0.6GHz,75.1%,69.4%,5.000145s/1.302448s,NoFlag,
14/11/2019 20:52:28,0.238,4.3%,53.56C,-93.1%,0%,0.6GHz,75.4%,69.4%,5.000101s/1.315879s,NoFlag,
14/11/2019 20:52:33,0.239,3.5%,53.56C,-93.1%,0%,0.6GHz,75.4%,69.4%,5.000035s/1.400706s,NoFlag,
14/11/2019 20:52:38,0.24,0.3%,54.04C,-87.0%,0%,0.6GHz,75.4%,69.4%,5.000114s/1.315401s,NoFlag,
14/11/2019 20:52:43,0.241,9.3%,55.5C,-68.7%,0%,0.6GHz,75.4%,69.4%,5.000045s/1.354151s,NoFlag,
14/11/2019 20:52:48,0.242,3.8%,54.04C,-87.0%,0%,0.6GHz,75.5%,69.4%,4.999724s/1.683366s,NoFlag,
14/11/2019 20:52:53,0.243,0.3%,54.53C,-80.9%,0%,0.6GHz,75.5%,69.4%,5.000147s/1.292772s,NoFlag,
14/11/2019 20:52:58,0.244,4.3%,53.07C,-99.1%,0%,0.6GHz,75.5%,69.4%,5.000093s/1.338659s,NoFlag,
14/11/2019 20:53:03,0.245,3.5%,53.07C,-99.1%,0%,0.6GHz,75.5%,69.4%,5.000068s/1.359062s,NoFlag,
14/11/2019 20:53:08,0.246,7.8%,53.56C,-93.1%,0%,0.6GHz,75.5%,69.4%,5.000065s/1.357996s,NoFlag,
14/11/2019 20:53:13,0.247,3.8%,53.56C,-93.1%,0%,0.6GHz,75.5%,69.4%,5.000127s/1.286865s,NoFlag,
14/11/2019 20:53:18,0.248,3.0%,53.56C,-93.1%,0%,0.6GHz,75.5%,69.4%,5.000127s/1.284599s,NoFlag,
14/11/2019 20:53:23,0.249,0.3%,53.07C,-99.1%,0%,0.6GHz,75.6%,69.4%,5.000102s/1.307207s,NoFlag,
14/11/2019 20:53:28,0.25,2.8%,54.04C,-87.0%,0%,0.6GHz,75.6%,69.4%,5.000093s/1.306975s,NoFlag,
14/11/2019 20:53:33,0.251,11.2%,53.56C,-93.1%,0%,0.6GHz,75.6%,69.4%,5.000096s/1.299461s,NoFlag,
14/11/2019 20:53:38,0.252,0.0%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,5.000112s/1.282609s,NoFlag,
14/11/2019 20:53:43,0.253,3.5%,52.58C,-105.2%,0%,0.6GHz,75.7%,69.4%,5.000078s/1.302305s,NoFlag,
14/11/2019 20:53:48,0.254,11.1%,55.02C,-74.8%,0%,1.5GHz,75.6%,69.4%,4.998762s/1.647545s,NoFlag,
14/11/2019 20:53:53,0.255,9.0%,55.02C,-74.8%,0%,1.5GHz,75.6%,69.4%,5.000124s/1.280613s,NoFlag,
14/11/2019 20:53:58,0.256,5.8%,54.04C,-87.0%,0%,0.6GHz,75.6%,69.4%,5.000105s/1.304702s,NoFlag,
14/11/2019 20:54:03,0.257,4.0%,53.56C,-93.1%,0%,0.6GHz,75.6%,69.4%,5.000126s/1.300103s,NoFlag,
14/11/2019 20:54:08,0.258,0.0%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,5.000105s/1.324758s,NoFlag,
14/11/2019 20:54:13,0.259,9.8%,53.56C,-93.1%,0%,0.6GHz,75.5%,69.4%,5.000117s/1.299505s,NoFlag,
14/11/2019 20:54:18,0.26,4.8%,53.56C,-93.1%,0%,0.6GHz,75.6%,69.4%,5.000109s/1.299045s,NoFlag,
14/11/2019 20:54:23,0.261,0.8%,53.56C,-93.1%,0%,0.6GHz,75.6%,69.4%,5.000101s/1.308681s,NoFlag,
14/11/2019 20:54:28,0.262,2.8%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,5.000072s/1.327686s,NoFlag,
14/11/2019 20:54:33,0.263,3.3%,53.56C,-93.1%,0%,0.6GHz,75.6%,69.4%,5.000115s/1.280407s,NoFlag,
14/11/2019 20:54:38,0.264,6.5%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,5.000094s/1.312904s,NoFlag,
14/11/2019 20:54:43,0.265,3.3%,54.04C,-87.0%,0%,0.6GHz,75.5%,69.4%,5.000097s/1.287799s,NoFlag,
14/11/2019 20:54:48,0.266,2.3%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,4.999759s/1.627338s,NoFlag,
14/11/2019 20:54:53,0.267,1.0%,54.53C,-80.9%,0%,0.6GHz,75.6%,69.4%,5.000102s/1.293553s,NoFlag,
14/11/2019 20:54:58,0.268,4.2%,53.07C,-99.1%,0%,0.6GHz,75.6%,69.4%,5.000122s/1.287508s,NoFlag,
14/11/2019 20:55:03,0.269,11.2%,54.53C,-80.9%,0%,0.6GHz,75.7%,69.4%,5.00007s/1.294388s,NoFlag,
14/11/2019 20:55:08,0.27,0.2%,54.04C,-87.0%,0%,0.6GHz,75.7%,69.4%,4.997095s/1.287847s,NoFlag,
14/11/2019 20:55:13,0.271,7.3%,54.53C,-80.9%,0%,1.5GHz,75.7%,69.4%,5.000215s/1.290661s,NoFlag,
14/11/2019 20:55:18,0.272,3.2%,55.5C,-68.7%,0%,0.6GHz,75.7%,69.4%,5.000185s/1.308085s,NoFlag,
14/11/2019 20:55:23,0.273,0.5%,53.56C,-93.1%,0%,0.6GHz,75.7%,69.4%,5.000198s/1.30737s,NoFlag,
14/11/2019 20:55:28,0.274,8.5%,53.56C,-93.1%,0%,0.6GHz,75.7%,69.4%,5.0002s/1.29811s,NoFlag,
14/11/2019 20:55:33,0.275,3.2%,55.02C,-74.8%,0%,0.6GHz,75.7%,69.4%,5.00019s/1.301915s,NoFlag,
14/11/2019 20:55:38,0.276,2.3%,54.04C,-87.0%,0%,0.6GHz,75.7%,69.4%,5.00018s/1.300498s,NoFlag,
14/11/2019 20:55:43,0.277,5.6%,54.53C,-80.9%,0%,0.6GHz,75.7%,69.4%,5.000143s/1.296778s,NoFlag,
14/11/2019 20:55:48,0.278,3.5%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,4.999789s/1.649677s,NoFlag,
14/11/2019 20:55:53,0.279,2.3%,54.53C,-80.9%,0%,0.6GHz,75.8%,69.4%,5.00014s/1.331828s,NoFlag,
14/11/2019 20:55:58,0.28,2.8%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,5.000149s/1.315033s,NoFlag,
14/11/2019 20:56:03,0.281,2.8%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,5.000151s/1.307992s,NoFlag,
14/11/2019 20:56:08,0.282,11.6%,56.48C,-56.5%,0%,0.6GHz,75.7%,69.4%,4.999942s/1.488188s,NoFlag,
14/11/2019 20:56:13,0.283,2.8%,54.53C,-80.9%,0%,0.6GHz,75.7%,69.4%,5.00011s/1.318214s,NoFlag,
14/11/2019 20:56:18,0.284,3.2%,54.04C,-87.0%,0%,0.6GHz,75.7%,69.4%,5.000163s/1.284118s,NoFlag,
14/11/2019 20:56:23,0.285,1.0%,54.04C,-87.0%,0%,0.6GHz,75.7%,69.4%,5.000091s/1.347193s,NoFlag,
14/11/2019 20:56:28,0.286,4.0%,54.53C,-80.9%,0%,0.6GHz,75.7%,69.4%,5.000135s/1.307874s,NoFlag,
14/11/2019 20:56:33,0.287,9.6%,53.07C,-99.1%,0%,0.6GHz,75.7%,69.4%,5.000132s/1.296249s,NoFlag,
14/11/2019 20:56:38,0.288,6.3%,54.53C,-80.9%,0%,1.5GHz,75.8%,69.4%,5.000098s/1.298032s,NoFlag,
14/11/2019 20:56:43,0.289,2.5%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,5.00012s/1.274273s,NoFlag,
14/11/2019 20:56:48,0.29,7.0%,55.02C,-74.8%,0%,0.6GHz,75.8%,69.4%,4.999777s/1.631529s,NoFlag,
14/11/2019 20:56:53,0.291,0.3%,55.02C,-74.8%,0%,0.6GHz,75.8%,69.4%,5.000109s/1.281684s,NoFlag,
14/11/2019 20:56:58,0.292,11.2%,54.53C,-80.9%,0%,0.6GHz,75.8%,69.4%,5.000111s/1.304774s,NoFlag,
14/11/2019 20:57:03,0.293,3.2%,53.07C,-99.1%,0%,0.6GHz,75.8%,69.4%,5.000128s/1.28578s,NoFlag,
14/11/2019 20:57:08,0.294,0.0%,54.53C,-80.9%,0%,0.6GHz,75.8%,69.4%,5.000095s/1.309566s,NoFlag,
14/11/2019 20:57:13,0.295,5.7%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,5.000107s/1.288532s,NoFlag,
14/11/2019 20:57:18,0.296,2.5%,54.04C,-87.0%,0%,0.6GHz,75.8%,69.4%,5.000089s/1.298529s,NoFlag,
14/11/2019 20:57:23,0.297,4.4%,53.56C,-93.1%,0%,0.6GHz,75.8%,69.4%,5.00009s/1.306776s,NoFlag,
14/11/2019 20:57:28,0.298,4.5%,54.04C,-87.0%,0%,0.6GHz,76.1%,69.4%,5.000068s/1.311408s,NoFlag,
14/11/2019 20:57:33,0.299,2.8%,54.04C,-87.0%,0%,0.6GHz,76.1%,69.4%,5.000078s/1.293988s,NoFlag,
14/11/2019 20:57:38,0.3,5.6%,54.53C,-80.9%,0%,0.6GHz,76.1%,69.4%,5.000115s/1.277558s,NoFlag,
14/11/2019 20:57:43,0.301,2.5%,55.5C,-68.7%,0%,0.6GHz,76.1%,69.4%,5.000069s/1.320928s,NoFlag,
14/11/2019 20:57:48,0.302,2.8%,53.56C,-93.1%,0%,0.6GHz,76.1%,69.4%,4.999868s/1.580029s,NoFlag,
14/11/2019 20:57:53,0.303,1.2%,55.02C,-74.8%,0%,0.6GHz,76.1%,69.4%,5.000111s/1.292771s,NoFlag,
14/11/2019 20:57:58,0.304,2.5%,54.53C,-80.9%,0%,0.6GHz,76.1%,69.4%,5.00013s/1.303311s,NoFlag,
14/11/2019 20:58:03,0.305,9.1%,54.04C,-87.0%,0%,0.6GHz,76.1%,69.4%,5.000088s/1.279319s,NoFlag,
14/11/2019 20:58:08,0.306,0.8%,54.04C,-87.0%,0%,0.6GHz,76.1%,69.4%,4.999995s/1.300218s,NoFlag,
14/11/2019 20:58:13,0.307,7.1%,54.53C,-80.9%,0%,1.5GHz,76.2%,69.4%,4.999956s/1.2749s,NoFlag,
14/11/2019 20:58:18,0.308,10.5%,54.04C,-87.0%,0%,1.5GHz,76.1%,69.4%,5.000054s/1.282228s,NoFlag,
14/11/2019 20:58:23,0.309,1.8%,55.02C,-74.8%,0%,0.6GHz,76.1%,69.4%,5.000051s/1.287321s,NoFlag,
14/11/2019 20:58:28,0.31,11.6%,55.02C,-74.8%,0%,1.5GHz,76.1%,69.4%,4.999579s/1.288861s,NoFlag,
14/11/2019 20:58:33,0.311,4.0%,55.02C,-74.8%,0%,0.6GHz,76.1%,69.4%,5.00007s/1.282523s,NoFlag,
14/11/2019 20:58:38,0.312,2.3%,55.02C,-74.8%,0%,0.6GHz,76.1%,69.4%,5.000096s/1.276007s,NoFlag,
14/11/2019 20:58:43,0.313,17.4%,56.97C,-50.4%,0%,1.5GHz,76.5%,69.4%,5.00015s/1.28356s,NoFlag,
14/11/2019 20:58:48,0.314,3.5%,55.02C,-74.8%,0%,0.6GHz,76.5%,69.4%,4.999752s/1.59564s,NoFlag,
14/11/2019 20:58:53,0.315,8.0%,53.56C,-93.1%,0%,0.6GHz,76.6%,69.4%,5.000032s/1.343404s,NoFlag,
14/11/2019 20:58:58,0.316,4.5%,55.5C,-68.7%,0%,0.6GHz,76.4%,69.4%,5.000083s/1.285241s,NoFlag,
14/11/2019 20:59:03,0.317,5.2%,54.53C,-80.9%,0%,0.6GHz,76.4%,69.4%,5.000153s/1.284168s,NoFlag,
14/11/2019 20:59:08,0.318,3.0%,55.5C,-68.7%,0%,0.6GHz,76.4%,69.4%,4.999676s/1.277552s,NoFlag,
14/11/2019 20:59:13,0.319,4.0%,54.53C,-80.9%,0%,0.6GHz,76.4%,69.4%,4.999128s/1.288902s,NoFlag,
14/11/2019 20:59:18,0.32,7.1%,54.04C,-87.0%,0%,0.6GHz,76.4%,69.4%,5.000147s/1.277701s,NoFlag,
14/11/2019 20:59:23,0.321,4.5%,54.53C,-80.9%,0%,0.6GHz,76.3%,69.4%,5.000136s/1.277506s,NoFlag,
14/11/2019 20:59:28,0.322,4.5%,54.53C,-80.9%,0%,0.6GHz,76.3%,69.4%,4.997647s/1.300377s,NoFlag,
14/11/2019 20:59:33,0.323,9.3%,54.53C,-80.9%,0%,0.6GHz,76.3%,69.4%,5.000239s/1.287685s,NoFlag,
14/11/2019 20:59:38,0.324,0.8%,55.02C,-74.8%,0%,0.6GHz,76.3%,69.4%,5.000224s/1.286303s,NoFlag,
14/11/2019 20:59:43,0.325,2.3%,55.02C,-74.8%,0%,0.6GHz,76.5%,69.4%,5.000206s/1.291488s,NoFlag,
14/11/2019 20:59:48,0.326,8.2%,55.02C,-74.8%,0%,0.6GHz,76.5%,69.4%,4.999872s/1.616407s,NoFlag,
14/11/2019 20:59:53,0.327,1.2%,55.99C,-62.6%,0%,0.6GHz,76.4%,69.4%,5.000185s/1.287973s,NoFlag,
14/11/2019 20:59:58,0.328,9.5%,55.02C,-74.8%,0%,1.5GHz,76.5%,69.4%,5.000162s/1.300558s,NoFlag,
14/11/2019 21:00:03,0.329,3.0%,54.53C,-80.9%,0%,0.6GHz,76.4%,69.4%,5.000179s/1.274003s,NoFlag,
14/11/2019 21:00:08,0.33,3.5%,55.02C,-74.8%,0%,0.6GHz,76.5%,69.4%,5.000078s/1.42999s,NoFlag,
14/11/2019 21:00:13,0.331,1.5%,54.53C,-80.9%,0%,0.6GHz,76.4%,69.4%,5.000169s/1.300456s,NoFlag,
14/11/2019 21:00:18,0.332,3.5%,54.04C,-87.0%,0%,0.6GHz,76.4%,69.4%,4.997879s/1.301889s,NoFlag,
14/11/2019 21:00:23,0.333,11.5%,54.53C,-80.9%,0%,0.6GHz,76.4%,69.4%,4.998308s/1.301269s,NoFlag,
