Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 20:44:58,0.148,4.0%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000359s/1.306965s,NoFlag,
14/11/2019 20:45:03,0.149,6.4%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000396s/1.31283s,NoFlag,
14/11/2019 20:45:08,0.15,2.3%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000336s/1.303248s,NoFlag,
14/11/2019 20:45:13,0.151,6.2%,53.07C,-99.1%,0%,0.6GHz,79.9%,69.4%,5.000269s/1.316519s,NoFlag,
14/11/2019 20:45:18,0.152,2.5%,52.09C,-111.3%,0%,0.6GHz,79.8%,69.4%,5.000272s/1.306049s,NoFlag,
14/11/2019 20:45:23,0.153,15.9%,51.61C,-117.4%,0%,1.5GHz,79.8%,69.4%,5.000281s/1.284733s,NoFlag,
14/11/2019 20:45:28,0.154,8.8%,53.07C,-99.1%,0%,1.5GHz,79.8%,69.4%,5.000175s/1.371522s,NoFlag,
14/11/2019 20:45:33,0.155,5.8%,52.09C,-111.3%,0%,0.6GHz,79.8%,69.4%,5.000273s/1.297435s,NoFlag,
14/11/2019 20:45:38,0.156,2.0%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000255s/1.299185s,NoFlag,
14/11/2019 20:45:43,0.157,4.5%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000202s/1.336303s,NoFlag,
14/11/2019 20:45:48,0.158,1.5%,52.09C,-111.3%,0%,0.6GHz,79.8%,69.4%,4.999873s/1.654426s,NoFlag,
14/11/2019 20:45:53,0.159,8.0%,51.12C,-123.5%,0%,1.5GHz,79.8%,69.4%,5.000292s/1.279246s,NoFlag,
14/11/2019 20:45:58,0.16,3.8%,52.58C,-105.2%,0%,0.6GHz,79.8%,69.4%,5.000186s/1.309347s,NoFlag,
14/11/2019 20:46:03,0.161,1.5%,52.58C,-105.2%,0%,0.6GHz,79.8%,69.4%,5.000305s/1.29898s,NoFlag,
14/11/2019 20:46:08,0.162,2.2%,51.61C,-117.4%,0%,0.6GHz,79.8%,69.4%,5.000207s/1.297284s,NoFlag,
14/11/2019 20:46:13,0.163,4.2%,52.58C,-105.2%,0%,0.6GHz,79.9%,69.4%,5.000186s/1.303483s,NoFlag,
14/11/2019 20:46:18,0.164,9.1%,53.56C,-93.1%,0%,0.6GHz,79.8%,69.4%,5.000135s/1.316366s,NoFlag,
14/11/2019 20:46:23,0.165,15.0%,52.58C,-105.2%,0%,1.5GHz,79.8%,69.4%,4.998118s/1.309575s,NoFlag,
14/11/2019 20:46:28,0.166,3.8%,52.09C,-111.3%,0%,0.6GHz,79.8%,69.4%,5.000275s/1.2838s,NoFlag,
14/11/2019 20:46:33,0.167,2.3%,52.58C,-105.2%,0%,0.6GHz,79.8%,69.4%,5.000224s/1.325015s,NoFlag,
14/11/2019 20:46:38,0.168,1.8%,52.58C,-105.2%,0%,0.6GHz,79.8%,69.4%,5.000238s/1.310961s,NoFlag,
14/11/2019 20:46:43,0.169,9.2%,53.07C,-99.1%,0%,0.6GHz,79.8%,69.4%,5.000225s/1.30591s,NoFlag,
14/11/2019 20:46:48,0.17,0.3%,54.04C,-87.0%,0%,0.6GHz,76.8%,69.4%,4.999899s/1.603622s,NoFlag,
14/11/2019 20:46:53,0.171,1.8%,54.04C,-87.0%,0%,0.6GHz,74.5%,69.4%,5.00021s/1.294076s,NoFlag,
14/11/2019 20:46:58,0.172,7.5%,52.58C,-105.2%,0%,0.6GHz,74.5%,69.4%,5.000219s/1.287355s,NoFlag,
14/11/2019 20:47:03,0.173,1.5%,52.58C,-105.2%,0%,0.6GHz,74.5%,69.4%,5.000177s/1.316266s,NoFlag,
14/11/2019 20:47:08,0.174,2.5%,52.09C,-111.3%,0%,0.6GHz,74.6%,69.4%,5.000194s/1.300462s,NoFlag,
14/11/2019 20:47:13,0.175,4.8%,53.07C,-99.1%,0%,0.6GHz,74.5%,69.4%,5.000208s/1.278637s,NoFlag,
14/11/2019 20:47:18,0.176,2.0%,53.07C,-99.1%,0%,0.6GHz,74.6%,69.4%,5.000162s/1.30604s,NoFlag,
14/11/2019 20:47:23,0.177,12.7%,53.07C,-99.1%,0%,1.5GHz,74.5%,69.4%,5.000142s/1.298334s,NoFlag,
14/11/2019 20:47:28,0.178,3.5%,53.07C,-99.1%,0%,0.6GHz,74.8%,69.4%,5.000138s/1.292837s,NoFlag,
14/11/2019 20:47:33,0.179,4.0%,52.09C,-111.3%,0%,1.5GHz,74.8%,69.4%,4.999247s/1.291181s,NoFlag,
14/11/2019 20:47:38,0.18,2.0%,52.58C,-105.2%,0%,0.6GHz,74.8%,69.4%,5.000191s/1.283997s,NoFlag,
14/11/2019 20:47:43,0.181,5.4%,52.58C,-105.2%,0%,0.6GHz,74.8%,69.4%,5.000173s/1.301882s,NoFlag,
14/11/2019 20:47:48,0.182,8.5%,53.56C,-93.1%,0%,0.6GHz,74.7%,69.4%,4.999841s/1.596965s,NoFlag,
14/11/2019 20:47:53,0.183,3.0%,53.56C,-93.1%,0%,0.6GHz,74.7%,69.4%,5.000157s/1.300986s,NoFlag,
14/11/2019 20:47:58,0.184,2.8%,53.07C,-99.1%,0%,0.6GHz,74.7%,69.4%,5.000153s/1.317223s,NoFlag,
14/11/2019 20:48:03,0.185,1.0%,53.56C,-93.1%,0%,0.6GHz,74.7%,69.4%,5.000174s/1.309174s,NoFlag,
14/11/2019 20:48:08,0.186,8.2%,53.07C,-99.1%,0%,1.5GHz,74.8%,69.4%,5.000131s/1.300312s,NoFlag,
14/11/2019 20:48:13,0.187,11.8%,54.04C,-87.0%,0%,0.6GHz,74.7%,69.4%,5.0001s/1.302965s,NoFlag,
14/11/2019 20:48:18,0.188,2.0%,53.07C,-99.1%,0%,0.6GHz,74.7%,69.4%,5.000121s/1.294992s,NoFlag,
14/11/2019 20:48:23,0.189,2.0%,53.56C,-93.1%,0%,0.6GHz,74.8%,69.4%,5.000149s/1.294087s,NoFlag,
14/11/2019 20:48:28,0.19,5.3%,53.56C,-93.1%,0%,0.6GHz,74.8%,69.4%,5.000135s/1.290993s,NoFlag,
14/11/2019 20:48:33,0.191,4.5%,53.56C,-93.1%,0%,0.6GHz,74.8%,69.4%,5.000163s/1.276317s,NoFlag,
14/11/2019 20:48:38,0.192,4.6%,53.56C,-93.1%,0%,0.6GHz,74.8%,69.4%,5.000128s/1.288148s,NoFlag,
14/11/2019 20:48:43,0.193,4.3%,53.56C,-93.1%,0%,0.6GHz,75.0%,69.4%,5.000112s/1.29224s,NoFlag,
